class,validName,trait,value,stage,reference,commentaires,
Telonemea,Telonema,Taille.um.,6,NA,Klaveness et al 2005,microscopy,
Telonemea,Telonema,Toxines,NA,NA,NA,microscopy,
Thecofilosea,Rhogostoma,buoyancy,NA,NA,NA,NA,
Thecofilosea,Rhogostoma,capsule,NA,NA,NA,NA,
Thecofilosea,Rhogostoma,chlb,0,NA,NA,NA,
Thecofilosea,Rhogostoma,chlc,0,NA,NA,NA,
Thecofilosea,Rhogostoma,Coloniales,NA,NA,NA,NA,
Thecofilosea,Rhogostoma,feeding_strategy,hetero,NA,NA,NA,
Thecofilosea,Rhogostoma,Forme,oval,NA,NA,NA,
Thecofilosea,Rhogostoma,fyco,0,NA,NA,NA,
Thecofilosea,Rhogostoma,motility,1,NA,NA,NA,
Thecofilosea,Rhogostoma,nfix,0,NA,NA,NA,
Thecofilosea,Rhogostoma,Parasitic,NA,NA,NA,NA,
Thecofilosea,Rhogostoma,Symbiosis_bacterienne,NA,NA,NA,NA,
Thecofilosea,Rhogostoma,Taille.um.,9,NA,NA,NA,
Thecofilosea,Rhogostoma,Toxines,0,NA,NA,NA,
Thecofilosea,Rhogostoma,DMS,0,NA,NA,assumption,
Xanthophyceaea,Meringosphaera,buoyancy,NA,NA,NA,microscopy,
Xanthophyceaea,Meringosphaera,capsule,NA,NA,NA,microscopy,
Xanthophyceaea,Meringosphaera,chlb,NA,NA,NA,microscopy,
Xanthophyceaea,Meringosphaera,chlc,NA,NA,NA,microscopy,
Xanthophyceaea,Meringosphaera,Coloniales,NA,NA,NA,microscopy,
Xanthophyceaea,Meringosphaera,DMS,0,NA,NA,"microscopy, assumption",
Xanthophyceaea,Meringosphaera,feeding_strategy,hetero,NA,Ikavalko & Gradinger 1997,microscopy,
Xanthophyceaea,Meringosphaera,Forme,NA,NA,NA,microscopy,
Xanthophyceaea,Meringosphaera,fyco,NA,NA,NA,microscopy,
Xanthophyceaea,Meringosphaera,motility,1,NA,Ikavalko & Gradinger 1997,microscopy,
Xanthophyceaea,Meringosphaera,nfix,NA,NA,NA,microscopy,
Xanthophyceaea,Meringosphaera,Parasitic,NA,NA,NA,microscopy,
Xanthophyceaea,Meringosphaera,Symbiosis_bacterienne,NA,NA,NA,microscopy,
Xanthophyceaea,Meringosphaera,Taille.um.,30,NA,Thorrington-Smith 1970,microscopy,
Xanthophyceaea,Meringosphaera,Toxines,NA,NA,NA,microscopy,
Incertae_Sedis,Commation,buoyancy,NA,NA,NA,microscopy,
Incertae_Sedis,Commation,capsule,NA,NA,NA,microscopy,
Incertae_Sedis,Commation,chlb,NA,NA,NA,microscopy,
Incertae_Sedis,Commation,chlc,NA,NA,NA,microscopy,
Incertae_Sedis,Commation,Coloniales,NA,NA,NA,microscopy,
Incertae_Sedis,Commation,Forme,NA,NA,NA,microscopy,
Incertae_Sedis,Commation,fyco,NA,NA,NA,microscopy,
Incertae_Sedis,Commation,nfix,NA,NA,NA,microscopy,
Incertae_Sedis,Commation,Parasitic,NA,NA,NA,microscopy,
Incertae_Sedis,Commation,Symbiosis_bacterienne,NA,NA,NA,microscopy,
Incertae_Sedis,Commation,Toxines,NA,NA,NA,microscopy,
Incertae_Sedis,Quadricilia,buoyancy,NA,NA,NA,microscopy,
Incertae_Sedis,Quadricilia,capsule,NA,NA,NA,microscopy,
Incertae_Sedis,Quadricilia,chlb,NA,NA,NA,microscopy,
Incertae_Sedis,Quadricilia,chlc,NA,NA,NA,microscopy,
Incertae_Sedis,Quadricilia,Coloniales,NA,NA,NA,microscopy,
Incertae_Sedis,Quadricilia,Forme,NA,NA,NA,microscopy,
Incertae_Sedis,Quadricilia,fyco,NA,NA,NA,microscopy,
Incertae_Sedis,Quadricilia,nfix,NA,NA,NA,microscopy,
Incertae_Sedis,Quadricilia,Parasitic,NA,NA,NA,microscopy,
Incertae_Sedis,Quadricilia,Symbiosis_bacterienne,NA,NA,NA,microscopy,
Incertae_Sedis,Quadricilia,Toxines,NA,NA,NA,microscopy,
